ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
11659,2022-07-24,AI_Cursed,"Santa Christ from @ChannelAwesome 

aka what would happen if @HoHoHo420Santa and @dalleOnlyJesus had a baby

#midjourney #AIart https://t.co/IGB7DA0gKm","['midjourney', 'AIart']",en,Twitter for Android,0,Midjourney,Neutral
11660,2022-07-24,meedabyte,"A message from the future.
(Magritte Style)
#midjourney https://t.co/TagsCzzuFV",['midjourney'],en,Twitter for Android,0,Midjourney,Neutral
11661,2022-07-24,HoHoHo420Santa,Dragon fighting Nicholas Cage from Con Air #midjourney https://t.co/JdUHTCfXUo,['midjourney'],en,Twitter for iPhone,0,Midjourney,Neutral
11662,2022-07-24,poopsiepants94,Solar eclipse seen from a mayan pyramid. #midjourney https://t.co/IKuLjzuNoN,['midjourney'],en,Twitter for Android,0,Midjourney,Neutral
11663,2022-07-24,Marikamew,"Lyse from ffxiv in different art styles 
1/ 2(?)

#aiartist #midjourney https://t.co/ocd04XWpdS","['aiartist', 'midjourney']",en,Twitter Web App,0,Midjourney,Neutral
11664,2022-07-24,noqipon,"Fairytale Forest

Created with #midjourney | Upscaled with Gigapixel AI from @topazlabs

#fairytale #forest #aiart #ai #aiartist #generativeart #generativeartist #aigeneratedart #digitalart #art https://t.co/8AkQM2OU6q","['midjourney', 'fairytale', 'forest', 'aiart', 'ai', 'aiartist', 'generativeart', 'generativeartist', 'aigeneratedart', 'digitalart', 'art']",en,SocialChamp IO ,0,Midjourney,Neutral
11665,2022-07-24,holmesjtg,"#AI often interprets literally. #midjourney's interpretation of this quote from #Macbeth: 
“Fair is foul, and foul is fair, hover through fog and filthy air.” 
The next tweet in this thread shows the result when I prompted MidJourney with #gpt3's interpretation. https://t.co/Jpj8s5Gwmu","['AI', 'midjourney', 'Macbeth', 'gpt3']",en,Twitter Web App,0,Midjourney,Neutral
11666,2022-07-24,MrDavids1,Interesting to see how A.I generates tattoos. It generated traditional Sak Yant tattoos from Thailand and Japanese themed tattoos as well. #Midjourney https://t.co/iLeJ5hFbQ9,['Midjourney'],en,Twitter Web App,0,Midjourney,Positive
11667,2022-07-24,Halfbunneh,"More AI creations. This time @GordonRamsay as the symbol of peace himself, Allmight from My Hero Academia. I think this combination is epic.

(My unedited @midjourney output)
#midjourney #MidjourneyAI #AIart #aiartcommunity #gordonramsay #superhero #allmight #BNHA https://t.co/HJPCJ1cxV9","['midjourney', 'MidjourneyAI', 'AIart', 'aiartcommunity', 'gordonramsay', 'superhero', 'allmight', 'BNHA']",en,Twitter Web App,0,Midjourney,Positive
11668,2022-07-24,johnsonmichaelb,"/imagine
gigantic sphere descending from the heavens, covered in multicolored banners of joy

#midjourney answers: https://t.co/hPFakKNvgV",['midjourney'],en,Twitter Web App,0,Midjourney,Neutral
11669,2022-07-24,StudioYorktown,"Beginning to be able to find and refine a consistent aesthetic from the #midjourney outputs...

🔴⚪⚫ https://t.co/GoDx41l7nn",['midjourney'],en,Twitter for iPhone,0,Midjourney,Neutral
11670,2022-07-24,manovich,"Experimenting with #midjourney AI image synthesis tool - generated a typical 20th century modernist still-life image and then made 225 variations. The style seems to shift in systematic way, from flat to 3D! (Or maybe I got lucky) #SoftwateTakesCommand #digitalarthistory https://t.co/B8eRt564Y6","['midjourney', 'SoftwateTakesCommand', 'digitalarthistory']",en,Twitter for iPhone,0,Midjourney,Positive
11671,2022-07-24,studioanf,"it's interesting that you can now produce work that vastly deviates from your learned skill set - concept and character art instead of generative abstraction in my case.

[6/X]

#AIart #aiartcommunity #digitalart #dalle2 #midjourney","['AIart', 'aiartcommunity', 'digitalart', 'dalle2', 'midjourney']",en,Twitter Web App,0,Midjourney,Positive
11672,2022-07-24,HoHoHo420Santa,John Travolta from Grease fighting a dinosaur #midjourney https://t.co/IZk21ekXxZ,['midjourney'],en,Twitter for iPhone,0,Midjourney,Neutral
