ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
28951,2023-02-08,pariah49634411,in the room #AIart #stablediffusion  #aiartcommunity https://t.co/EO0YGQsCQf,"['AIart', 'stablediffusion', 'aiartcommunity']",en,Twitter Web App,45,Stable Diffusion,Neutral
28952,2023-02-08,triflingtree,"Robot specifically designed for lawn care and landscaping
From the look of the grass it's really needed 
Midjourney 4 AI Art
#stablediffusion #dalle2 #dalle  #aiart #nightcafe #midjourney https://t.co/X6W938GrOQ","['stablediffusion', 'dalle2', 'dalle', 'aiart', 'nightcafe', 'midjourney']",en,Twitter for Android,180,Stable Diffusion,Positive
28953,2023-02-08,latent_cinema,"Scene from the fictional movie: ""Timeless Truths Reflected"" (20XX)
Directed by #StableDiffusion

#AICinema
#LatentCinema
#Cinematography
#Synthography https://t.co/0RmnRzAt8m","['StableDiffusion', 'AICinema', 'LatentCinema', 'Cinematography', 'Synthography']",en,Twitter for iPhone,53,Stable Diffusion,Neutral
28954,2023-02-08,ActiveNagi,@Vecko_YT | I tried to make a 'human' model of Pinkie Pie from my little pony 🌈| #AIart #AIイラスト #AIArtwork #art #illustration #pixai #stablediffusion #sketch #painting #pixiv #mylittlepony https://t.co/OlVHOaB4WW,"['AIart', 'AIイラスト', 'AIArtwork', 'art', 'illustration', 'pixai', 'stablediffusion', 'sketch', 'painting', 'pixiv', 'mylittlepony']",en,Twitter Web App,3136,Stable Diffusion,Neutral
28955,2023-02-08,EOlonov,"I believe prompts should be easy to write, but #StableDiffusion seems to have a different opinion. Fortunately, there are many ways to adjust it. For today, I decided to experiment with embeddings. I used the DreamArtist extension with some concepts I gathered from #midjourney","['StableDiffusion', 'midjourney']",en,Twitter Web App,81,Stable Diffusion,Positive
28956,2023-02-08,scizorsBot,figurative fashion 20 https://t.co/rwAeCsIJ13 from @scizors_eth | created using artificial intelligence tools from Stable Diffusion &amp; upscaled to 11520pixels using Topaz Photo AI |  #sczrs #stableDiffusion #AIart https://t.co/iDTq7E5u0I,"['sczrs', 'stableDiffusion', 'AIart']",en,BotFrens.com,65,Stable Diffusion,Neutral
28957,2023-02-08,Aisio_Art,"It was a wonderful night back then,
Snow photos from the galaxy, so divine.
Memories to treasure, so pure and true,
Beautiful moments captured, just for me and you. 💫❄️📷💕

#Aisio_art #stablediffusion #aiart #art #digitalart #aiartcommunity #aiartist … https://t.co/gy3VLAwft8 https://t.co/90jqmSVPEm","['Aisio_art', 'stablediffusion', 'aiart', 'art', 'digitalart', 'aiartcommunity', 'aiartist']",en,IFTTT,25,Stable Diffusion,Positive
28958,2023-02-08,Aisio_Art,"She stands there waving, it's so bright
But her face is hidden from sight.
Still she greets you with a smile,
Wishing you a wonderful day all the while.👋🏼💕🌞

#Aisio_art #stablediffusion #aiart #art #digitalart #aiartcommunity #aiartist #aiartwork #ar… https://t.co/jlUc1of38C https://t.co/1LIyKXxy6O","['Aisio_art', 'stablediffusion', 'aiart', 'art', 'digitalart', 'aiartcommunity', 'aiartist', 'aiartwork', 'ar']",en,IFTTT,30,Stable Diffusion,Positive
28959,2023-02-08,edzaizv,"If you thought chatGPT was impressive, then check out Runway. They have created a way to generate new videos from text and images. 2023 is the ""Year of AI"". https://t.co/gyw5FTErTw #AI #GenerativeAI #generativeart #chatgpt #stablediffusion #technology","['AI', 'GenerativeAI', 'generativeart', 'chatgpt', 'stablediffusion', 'technology']",en,Twitter Web App,101,Stable Diffusion,Positive
28960,2023-02-07,ArtificeAI,"She sauntered into the bar like a gust of wind, the smoke from the cigars curling around her like tendrils. Her curves were lethal, her eyes smoldering pools of mystery. The men turned to gawk, and she surveyed them like prey.

#aiart #stablediffusion #femmefatale https://t.co/AgRr7BFyfu","['aiart', 'stablediffusion', 'femmefatale']",en,Twitter Web App,125,Stable Diffusion,Negative
28961,2023-02-07,_RPowers_,"The AI intellectual property war is here. New from me! #ai #dalle2 #stablediffusion 
https://t.co/s2N0efgdaL","['ai', 'dalle2', 'stablediffusion']",en,Twitter Web App,54,Stable Diffusion,Neutral
28962,2023-02-07,artista_elias,"I haven't generated new #AIart in almost a month. 

This is from a month ago.  

Jeweled psychedelic operator, and golden shrine on a distant planet.  As always, #midjourney plus upscale in SD.

#psychedelic #midjourneyAi #stablediffusion https://t.co/55ZeuWVmfM","['AIart', 'midjourney', 'psychedelic', 'midjourneyAi', 'stablediffusion']",en,Twitter Web App,120,Stable Diffusion,Neutral
28963,2023-02-07,AIArtShines,"In a snowy forest with #Ganyu from #GenshinImpact 

#AIArtwork #aiartist #AIArt #AIArtistCommunity #stablediffusion #stablediffusionart   #AIイラスト  #stablediffusionwaifu #aiwaifus #animegirls #aigirls https://t.co/1vky7igH9g","['Ganyu', 'GenshinImpact', 'AIArtwork', 'aiartist', 'AIArt', 'AIArtistCommunity', 'stablediffusion', 'stablediffusionart', 'AIイラスト', 'stablediffusionwaifu', 'aiwaifus', 'animegirls', 'aigirls']",en,Twitter Web App,332,Stable Diffusion,Neutral
28964,2023-02-07,Aisio_Art,"Soaring through the skies, with Fox at the helm
Defeating enemies, his skills they overwhelm.
Star Fox on the SNES, a classic we all love
With adventure and action, it's a game from above. 🚀🦊🕹️

#Aisio_art #stablediffusion #aiart #art #digitalart #ai… https://t.co/ptL5y2R6tj https://t.co/rnJ3HXkohW","['Aisio_art', 'stablediffusion', 'aiart', 'art', 'digitalart', 'ai']",en,IFTTT,31,Stable Diffusion,Positive
28965,2023-02-07,Aisio_Art,"Scrapbooking, a hobby that's here to stay,
Capturing memories in a special way.
From photos to notes, each page a delight,
A keepsake for years, shining so bright.📖📷💕

#Aisio_art #stablediffusion #aiart #art #digitalart #aiartcommunity #aiartist #aia… https://t.co/rtLttzDJfU https://t.co/dI7RdlIArZ","['Aisio_art', 'stablediffusion', 'aiart', 'art', 'digitalart', 'aiartcommunity', 'aiartist', 'aia']",en,IFTTT,29,Stable Diffusion,Positive
28966,2023-02-07,Aisio_Art,"Will it be Tokyo times, a travel destination sought,
A city so diverse, it'll leave you in thought.
From ancient temples to modern skyscrapers,
A trip to Tokyo, one you'll surely savor.🗼🇯🇵🌃

#Aisio_art #stablediffusion #aiart #art #digitalart #aiartc… https://t.co/k5NOWWw2g6 https://t.co/vcvkrQ8DPJ","['Aisio_art', 'stablediffusion', 'aiart', 'art', 'digitalart', 'aiartc']",en,IFTTT,24,Stable Diffusion,Positive
