ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
7379,2022-09-25,makarona123,"Now is definitely the time for some @Wordpress engineers to step up to the plate and co-ordinate on a plug-in that exports from #midjourney directly to a website or NFT domain.

#AIArt #aiartcommunity #AIartists #aiartist #politicalAIart #stabilityAI #stabilitydiffusion #Craiyon","['midjourney', 'AIArt', 'aiartcommunity', 'AIartists', 'aiartist', 'politicalAIart', 'stabilityAI', 'stabilitydiffusion', 'Craiyon']",en,Twitter Web App,0,Midjourney,Positive
7380,2022-09-25,enafrydi,"Made with tools from 
#midjourney #MidjourneyAI 

#bitcoin
#3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity https://t.co/cJvSdkufUE","['midjourney', 'MidjourneyAI', 'bitcoin', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity']",en,Twitter for Android,0,Midjourney,Neutral
7381,2022-09-25,enafrydi,"Made with tools from 
#midjourney #MidjourneyAI 

#3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity #architecture https://t.co/sP5lkWpSMA","['midjourney', 'MidjourneyAI', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'architecture']",en,Twitter for Android,0,Midjourney,Neutral
7382,2022-09-25,enafrydi,"Made with tools from 
#midjourney #MidjourneyAI 

#3dart #AiArtwork #AI #generativeart #digitalart #DeepLearning #MachineLearning #conceptart #aiartcommunity https://t.co/z5lHaQT2IP","['midjourney', 'MidjourneyAI', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'DeepLearning', 'MachineLearning', 'conceptart', 'aiartcommunity']",en,Twitter for Android,0,Midjourney,Neutral
7383,2022-09-25,conniebakshi,"Untethered from the machine, yet always connected to the cloud. 

When #midjourney becomes your travel sketchbook…

#aisketch #globetrotting #cloudchronicles #inflightart https://t.co/l5ZJORUZXR","['midjourney', 'aisketch', 'globetrotting', 'cloudchronicles', 'inflightart']",en,Twitter for iPhone,0,Midjourney,Neutral
7384,2022-09-25,irmanhilmi1,"Spamming your timeline with NFTs from my sold-out drop FACES OF DEATH by @AIgotrektNFT 

It's amazing what AI-assisted art can be. 

#NFT #NFTs #NFTcommunity #AIart #midjourney https://t.co/f4dMSyqvhB","['NFT', 'NFTs', 'NFTcommunity', 'AIart', 'midjourney']",en,Twitter Web App,0,Midjourney,Positive
7385,2022-09-25,repunkgame,"""[...] divided in 13 Guilds, each [...] economical structure of [...] so each and all adults can work on [...] and find their path in life [...]""

- excerpt from ""Our voyage to Mars"", chapter IX

#conceptart #midjourney #gamedev #lore https://t.co/bWrNofr4B9","['conceptart', 'midjourney', 'gamedev', 'lore']",en,Twitter Web App,0,Midjourney,Neutral
7386,2022-09-25,cmgsuniversal,"At the moment, AI art mainly offers algorithm-driven high-end kaleidoscopes and images of their more or less hand-operated activity: the magic lantern of the 21st century, more than ever with kind regards from Plato. 2/3
@waxpancake #midjourney #cawa #artcolletor https://t.co/NKMnE45Sxw","['midjourney', 'cawa', 'artcolletor']",en,Twittimer,0,Midjourney,Positive
7387,2022-09-25,TheRedTerra,"#JeffBezos, monopsonist, monopolist, &amp; Cenobite extraordinaire, he’s the richest man in the world thanks to stealing from employees, suppliers, and customers alike. In Hell, his skin is made from ancient manuscripts which continuously flake off his body like post-its. #Midjourney https://t.co/xTyoRHTfMK","['JeffBezos', 'Midjourney']",en,Twitter for iPhone,0,Midjourney,Negative
7388,2022-09-25,devwithalex,"Want to know something cool?

The logo for my upcoming Shopify app was created from a @midjourney AI prompt, with some small tweaks in Illustrator

It's not perfect, but it's incredible to go from nothing to logo in literal minutes #buildinpublic #midjourney https://t.co/23HG5DlLdX","['buildinpublic', 'midjourney']",en,Twitter Web App,0,Midjourney,Positive
