ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
6329,2022-10-13,Starhaven_ai,"Lemuria System :: Starhaven Constellation | Observed from unspace warm by @voidwalker_com

#AiArt #aiartcommunity #midjourney #digitalart #starhaven https://t.co/YLlgvb0ahE","['AiArt', 'aiartcommunity', 'midjourney', 'digitalart', 'starhaven']",en,Twitter Web App,0,Midjourney,Neutral
6330,2022-10-13,OddlyPrompt,Good morning! Loving the results from this prompt!! #midjourney #AIart #AIArtwork https://t.co/WCJN6O1qV8,"['midjourney', 'AIart', 'AIArtwork']",en,Twitter for iPhone,0,Midjourney,Positive
6331,2022-10-13,enafrydi,"#Greece #rural #architecture
#abandonedplaces
#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/EUwgSXtPUA","['Greece', 'rural', 'architecture', 'abandonedplaces', 'conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6332,2022-10-13,enafrydi,"#Greece #rural #architecture
#abandonedplaces
#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/Yy3dnRYq0F","['Greece', 'rural', 'architecture', 'abandonedplaces', 'conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6333,2022-10-13,enafrydi,"#Greece #rural #architecture
#abandonedplaces
#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/8ebNT4yLHU","['Greece', 'rural', 'architecture', 'abandonedplaces', 'conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6334,2022-10-13,enafrydi,"#Greece #rural #architecture
#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/uwqhhK7gUW","['Greece', 'rural', 'architecture', 'conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6335,2022-10-13,enafrydi,"#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/NDtds6DZNk","['conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6336,2022-10-13,enafrydi,"#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/p66CjJzWbh","['conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6337,2022-10-13,enafrydi,"#conceptualdesign #conceptart #3dart #AiArtwork #AI #generativeart #digitalart #conceptart #aiartcommunity

Made with tools from 
#midjourney #MidjourneyAI https://t.co/wfV4skm8xt","['conceptualdesign', 'conceptart', '3dart', 'AiArtwork', 'AI', 'generativeart', 'digitalart', 'conceptart', 'aiartcommunity', 'midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Neutral
6338,2022-10-13,RCrewss,"First Midjourney Prompt Remix, went from royal wear to flower accessories #AIart #Midjourney #AI https://t.co/4nZixOSz9Z","['AIart', 'Midjourney', 'AI']",en,Twitter for iPhone,0,Midjourney,Neutral
6339,2022-10-13,aka_rubytuesday,"2/2⏫
AI Storylines collection on #objktcom 
3 images generated in #midjourney and #dalle2 #dalle using #Photoshop (from the poem ""Malleable as a Dream"") https://t.co/Jt740l6sAM","['objktcom', 'midjourney', 'dalle2', 'dalle', 'Photoshop']",en,Twitter Web App,0,Midjourney,Neutral
6340,2022-10-13,ErotemeArt,"'Duality'

I posted several #midjourney #remix videos yesterday.

This is a remix of my robot from last night.

Today I'll post a more detailed video on how to use remix.

#AIart https://t.co/mXNQmdswRw","['midjourney', 'remix', 'AIart']",en,Twitter for Android,0,Midjourney,Neutral
6341,2022-10-13,dero_10394,"Now is definitely the time for some @Wordpress engineers to step up to the plate and co-ordinate on a plug-in that exports from #midjourney directly to a website or NFT domain.

#AIArt #aiartcommunity #AIartists #aiartist #politicalAIart #stabilityAI #stabilitydiffusion #Craiyon","['midjourney', 'AIArt', 'aiartcommunity', 'AIartists', 'aiartist', 'politicalAIart', 'stabilityAI', 'stabilitydiffusion', 'Craiyon']",en,Twitter Web App,0,Midjourney,Positive
6342,2022-10-13,MyJourneyAI,#midjourney women dying from boreness https://t.co/hd3sYEwgnD,['midjourney'],en,Twitter for iPhone,0,Midjourney,Negative
6343,2022-10-13,ennso,"Ok guys, time to go to bed, GN, and GN from my new 2 assistants. #NFTs #midjourney #AIart https://t.co/8Tplc8ynnk","['NFTs', 'midjourney', 'AIart']",en,Twitter Web App,0,Midjourney,Neutral
6344,2022-10-13,noqipon,"Mountain village by a lake

Created with #midjourney | Upscaled with Gigapixel AI from @topazlabs

#lake #austria #village #landscape #beautifuldestinations #mountains #aiart #ai #aiartist #generativeart #generativeartist #digitalart 

#surrealart https://t.co/db76iKYRnU","['midjourney', 'lake', 'austria', 'village', 'landscape', 'beautifuldestinations', 'mountains', 'aiart', 'ai', 'aiartist', 'generativeart', 'generativeartist', 'digitalart', 'surrealart']",en,SocialChamp IO ,0,Midjourney,Neutral
6345,2022-10-13,AdultFantasyNFT,"🌛 Taking a midnight scroll? Join the #ArtContest happening now!! Not an #artist? No worries! Winners get #FreeNFTs from Adult Fantasy Universe + they're tied to #royalties!📌See pinned tweet!

#AdultFantasyNFT #characterart #ContestAlert #NFTCommunity #comics #midjourney #art https://t.co/Fwltl2iEpP","['ArtContest', 'artist', 'FreeNFTs', 'royalties', 'AdultFantasyNFT', 'characterart', 'ContestAlert', 'NFTCommunity', 'comics', 'midjourney', 'art']",en,Twitter Web App,0,Midjourney,Positive
6346,2022-10-13,nannabara1,"Now is definitely the time for some @Wordpress engineers to step up to the plate and co-ordinate on a plug-in that exports from #midjourney directly to a website or NFT domain.

#AIArt #aiartcommunity #AIartists #aiartist #politicalAIart #stabilityAI #stabilitydiffusion #Craiyon","['midjourney', 'AIArt', 'aiartcommunity', 'AIartists', 'aiartist', 'politicalAIart', 'stabilityAI', 'stabilitydiffusion', 'Craiyon']",en,Twitter Web App,0,Midjourney,Positive
6347,2022-10-13,sunyuqian1997,"Is Chainsaw Man the first anime to use AI painting directly in production?
I guess it’s by #midjourney 
(Screenshot from OP) #chainsawman #aiart https://t.co/VFmMEkpwR5","['midjourney', 'chainsawman', 'aiart']",en,Twitter for iPhone,0,Midjourney,Neutral
6348,2022-10-13,McHammergeil,"Today's #MidJourney Time Clash Challenge:

— Bus Stop in Ancient Egypt —

From papyrus sketch to building 📏📐

[my fren @gena488+me choose some buildings and epochs, randomize the list and create a combination of two of them]

Welcome to join us!

D N D @gena488 / loodwick https://t.co/rVTsoh2psd",['MidJourney'],en,Twitter Web App,0,Midjourney,Neutral
6349,2022-10-13,radukamichlkov,"Now is definitely the time for some @Wordpress engineers to step up to the plate and co-ordinate on a plug-in that exports from #midjourney directly to a website or NFT domain.

#AIArt #aiartcommunity #AIartists #aiartist #politicalAIart #stabilityAI #stabilitydiffusion #Craiyon","['midjourney', 'AIArt', 'aiartcommunity', 'AIartists', 'aiartist', 'politicalAIart', 'stabilityAI', 'stabilitydiffusion', 'Craiyon']",en,Twitter Web App,0,Midjourney,Positive
6351,2022-10-13,reedcliffe83,"It’s important to learn from your history, but don’t live in it or you’ll die the exact same way your ancestors did.

Don't be afraid to take an unfamiliar path.

Change your life today. Don't gamble on the future, act now without delay.

#midjourneyAi 
#midjourneyart #midjourney https://t.co/EmjRWaASFb","['midjourneyAi', 'midjourneyart', 'midjourney']",en,Twitter for iPhone,0,Midjourney,Neutral
6352,2022-10-13,timetravelr2025,"This is what it looked like before I used that specific artist's style. Still a good image from the AI bot, #midjourney. #AIart https://t.co/vJDlhDidLj","['midjourney', 'AIart']",en,Twitter for iPad,0,Midjourney,Positive
6353,2022-10-13,AirmindedAI,“scene from the 1979 post-apocalyptic film Teletubbies Mad Max” #midjourney testp https://t.co/23y6fthEln,['midjourney'],en,Twitter for Mac,0,Midjourney,Neutral
6354,2022-10-13,dropinaut,"Gooq is a Qi'shyn from the Kalum Highlands, a fearsome warlord of the Southern Bel. He rules over the feral goblins who roam the wilds and tends to be guarded by his pet bear, Gnoc. Read More &gt;&gt;&gt; https://t.co/aY1Tf283fN
#midjourney #dropinaut #inferkit #aiart #digitalart #fantasy https://t.co/9WdbTZauXu","['midjourney', 'dropinaut', 'inferkit', 'aiart', 'digitalart', 'fantasy']",en,Twitter Web App,0,Midjourney,Neutral
6355,2022-10-13,NotedNoOne,"Harry Potter of the Crimson Sun, Commander of the Red Walkers, Forged from the Lake of Despair... Last Hope of the Forgotten. #midjourney #midjourneyart #aiart #aiartwork #aiartcommunity #wizard #harrypotter #wizardwednesday #harrypotterrp https://t.co/350KWElr1t","['midjourney', 'midjourneyart', 'aiart', 'aiartwork', 'aiartcommunity', 'wizard', 'harrypotter', 'wizardwednesday', 'harrypotterrp']",en,Twitter Web App,0,Midjourney,Neutral
6356,2022-10-13,LVosahlik,"Now is definitely the time for some @Wordpress engineers to step up to the plate and co-ordinate on a plug-in that exports from #midjourney directly to a website or NFT domain.

#AIArt #aiartcommunity #AIartists #aiartist #politicalAIart #stabilityAI #stabilitydiffusion #Craiyon","['midjourney', 'AIArt', 'aiartcommunity', 'AIartists', 'aiartist', 'politicalAIart', 'stabilityAI', 'stabilitydiffusion', 'Craiyon']",en,Twitter Web App,0,Midjourney,Positive
6357,2022-10-13,AirmindedAI,“scene from the 1979 post-apocalyptic film Teletubbies Mad Max” #midjourney testp https://t.co/7cVWbUYE0a,['midjourney'],en,Twitter for Mac,0,Midjourney,Neutral
6358,2022-10-13,NotedNoOne,[WIP] Last one (for today) from the eerie #hobbit-like world! #midjourney #midjourneyai #midjourneyaiart #aiartwork #aiartcommunity #lordoftherings #lotr #hobbitday #ringsofpower https://t.co/lOTucomOO0,"['hobbit', 'midjourney', 'midjourneyai', 'midjourneyaiart', 'aiartwork', 'aiartcommunity', 'lordoftherings', 'lotr', 'hobbitday', 'ringsofpower']",en,Twitter Web App,0,Midjourney,Neutral
6359,2022-10-12,GothlyticalArt,"My feed is all of the sudden sexy ladies, so I guess I'm moving from #Midjourney to #StableDiffusion to keep up.","['Midjourney', 'StableDiffusion']",en,Twitter Web App,0,Midjourney,Positive
6360,2022-10-12,NotedNoOne,[WIP] Another from the eerie #hobbit-like world! #midjourney #midjourneyai #midjourneyaiart #aiartwork #aiartcommunity #lordoftherings #lotr #hobbitday #ringsofpower https://t.co/zEt6E1y4ED,"['hobbit', 'midjourney', 'midjourneyai', 'midjourneyaiart', 'aiartwork', 'aiartcommunity', 'lordoftherings', 'lotr', 'hobbitday', 'ringsofpower']",en,Twitter Web App,0,Midjourney,Neutral
6361,2022-10-12,BadBeanLLC,"GN

As the living prepare to go to sleep, the specters awaken to haunt the living world in our absence.

Would you enjoy a late night visit from her?

#aiart #midjourney #spooky https://t.co/lHSeuW9cdG","['aiart', 'midjourney', 'spooky']",en,Twitter for iPhone,0,Midjourney,Neutral
6362,2022-10-12,westernvapor,"""Irene"" from Claymore
By me, with Midjourney

#claymore #AnimeArt #midjourney #AIArtworks https://t.co/xifQfjGbTz","['claymore', 'AnimeArt', 'midjourney', 'AIArtworks']",en,Twitter Web App,0,Midjourney,Neutral
6363,2022-10-12,Richard_Kadrey,"I'm going to try and post a new Halloween card from now until the end of the month.
Happy Halloween!
#midjourney https://t.co/vdEpWWI3Px",['midjourney'],en,Twitter Web App,0,Midjourney,Positive
6364,2022-10-12,CharlieJijari,"""Morning, afternoon and night"" (generated from the lyric) #midjourney #aiart #aiartwork https://t.co/GcU2nYaSA1","['midjourney', 'aiart', 'aiartwork']",en,Twitter for iPhone,0,Midjourney,Neutral
