ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
0,2023-02-18,GRIBBUB,"From my original to #deez #AI generated images. The style is much from the '70's psychedelic art style. My favourite. Love these alot, might regenerate the shrooms this style.
#AIArtwork #AiArtSociety #midjourney https://t.co/BNfHsIVbDr","['deez', 'AI', 'AIArtwork', 'AiArtSociety', 'midjourney']",en,Twitter Web App,10,Midjourney,Positive
1,2023-02-18,Mayurgta,"Create a Tweet from a new Discord message.

Free automation template ↓
👉https://t.co/d5RzSlCUpe

#roses #richmondva #traitor #manchesterunited #got7 #catcarnivale #nstnation #peepee #radio #readytolove #takeover #paint #inspirationalspeaker #opnation #midjourney https://t.co/EwidTuoZRE","['roses', 'richmondva', 'traitor', 'manchesterunited', 'got7', 'catcarnivale', 'nstnation', 'peepee', 'radio', 'readytolove', 'takeover', 'paint', 'inspirationalspeaker', 'opnation', 'midjourney']",en,Mayur Gupta,42,Midjourney,Neutral
2,2023-02-18,next_prompt,"“Fashion photography of a anthropomorphic giraffe dressed in large hiphop clothes from 1980s , wearing sneakers , Sony Alpha α7, ISO1900, volumetric lighting,”

~ Prompt by AngryNorwegian #MidJourney #AiArtwork https://t.co/XYsoDNl3Nm","['MidJourney', 'AiArtwork']",en,MidJourney auto post,20,Midjourney,Neutral
4,2023-02-18,slopaxo,"HEAD to our YouTube channel called #SLOPAXO where you can get lost for the rest of the night in rabbit holes discussing Under the Silver Lake, conspiracies, &amp; original audio/visual creations from Yanni Johnson

#ai #aiart #midjourney https://t.co/06itlRMqIH","['SLOPAXO', 'ai', 'aiart', 'midjourney']",en,Twitter for iPhone,54,Midjourney,Neutral
9,2023-02-18,GroundhogC,"Prompt: Cthulhu style. cedar on a rocky snowy mountain top. Bright daylight. Orange colored glow from cedar and bole.
 #midjourney https://t.co/HCWOwqGaJQ",['midjourney'],en,Twitter for iPhone,30,Midjourney,Neutral
10,2023-02-18,hayashiyus,"AI merged images of our cats and a photo of Grogu from the Disney Plus Channel drama ""The Mandalorian"".
#aiart #aiphotography #aicinema #midjourney #synthography https://t.co/hMZsQgvbZ7","['aiart', 'aiphotography', 'aicinema', 'midjourney', 'synthography']",en,Twitter Web App,547,Midjourney,Neutral
11,2023-02-18,WesleyKMathews,"Just got wind that one of my @GalaxyofColor_ pieces is one of 50 Artist's selects out of 821 😍 Can expect an airdrop from the artist in the near future 👏 To celebrate, I created a companion for him 🌈 🎨 #midjourney #AIArtworks https://t.co/oIziiKSe7v","['midjourney', 'AIArtworks']",en,Twitter for Android,80,Midjourney,Positive
12,2023-02-18,RawrRawrArt,"#AiLust Loving woman from the stars

#midjourney #midjourneyart #aiart #POIN #TheBeastsofAI https://t.co/W2ZadCzL3x","['AiLust', 'midjourney', 'midjourneyart', 'aiart', 'POIN', 'TheBeastsofAI']",en,Twitter for iPhone,575,Midjourney,Positive
13,2023-02-18,chetbff,"Mom takes you home from the hospital.

AI will take your job series. #AIWillTakeYourJob

#midjourney #AIArt #AIArtwork #midjourneyart https://t.co/2A9IV7xK8v","['AIWillTakeYourJob', 'midjourney', 'AIArt', 'AIArtwork', 'midjourneyart']",en,Twitter Web App,83,Midjourney,Neutral
14,2023-02-18,bobloblawai,"Just awoke from daydreams of aliens in delicous apricot hues...

🍑 #synthography #aicinema #AI #midjourney #AIIA  #aiartcommunity #AIart 👽 https://t.co/D33Als9JJu","['synthography', 'aicinema', 'AI', 'midjourney', 'AIIA', 'aiartcommunity', 'AIart']",en,Twitter Web App,85,Midjourney,Neutral
15,2023-02-17,RawrRawrArt,"#AiLust It came from the stars 

#midjourney #midjourneyart #AIart #POIN #stars https://t.co/JbJSoTqv95","['AiLust', 'midjourney', 'midjourneyart', 'AIart', 'POIN', 'stars']",en,Twitter for iPhone,760,Midjourney,Neutral
16,2023-02-17,JayRezyn,"The four sisters from the mountain village were known for their beauty and for their unnaturally long necks.
#AIart #AIart #midjourney https://t.co/qrcbpg2RNS","['AIart', 'AIart', 'midjourney']",en,Twitter Web App,94,Midjourney,Positive
17,2023-02-17,RawrRawrArt,"#AiLust Man from the stars

#midjourney #midjourneyart #AIart #POIN #stars #fashion https://t.co/goKTgWk6ct","['AiLust', 'midjourney', 'midjourneyart', 'AIart', 'POIN', 'stars', 'fashion']",en,Twitter for iPhone,1242,Midjourney,Neutral
18,2023-02-17,thewendybarnett,"Whovians, check out these amazing miniature toy image shots of characters and scenes from Doctor Who created by @midjourney Which one is your favorite? #DoctorWho #Midjourney #TextToImageAI #SciFi #fanart https://t.co/DpLDK3Wcl0","['DoctorWho', 'Midjourney', 'TextToImageAI', 'SciFi', 'fanart']",en,Twitter Web App,70,Midjourney,Positive
19,2023-02-17,LisaCatBusch,"This is Cady, one of the four main POV characters in my #scifi serial https://t.co/rrdUE2RgUj. Cady arrives in Settled Space through mysterious circumstances from her home planet of Cholgo in search of her little sister. Will Cady find Nissa? Time will tell.
#AIart #midjourney https://t.co/YJOdxutYoJ","['scifi', 'AIart', 'midjourney']",en,Twitter Web App,34,Midjourney,Neutral
20,2023-02-17,CassiniProjekt,"Have you ever wondered what the anime Berserk would look like if it were a real film from 1981? https://t.co/Bo13sH97iZ

#midjourney #AIart #Berserk #nostalgia #1980s","['midjourney', 'AIart', 'Berserk', 'nostalgia', '1980s']",en,Twitter Web App,72,Midjourney,Neutral
21,2023-02-17,hilarityjane,"Judging from #Midjourney images, this is how I picture how things are going to go when the #AI takes over and we all live in the #Simulation https://t.co/voAYYKWU23","['Midjourney', 'AI', 'Simulation']",en,Twitter Web App,336,Midjourney,Neutral
22,2023-02-17,mecomuhammad,"Commemorating Isra Miraj (Night Journey of prophet Muhammad SAW from Mecca to Jerusalem, Jerusalem to 7th Heaven) *image descriptions on Alt text #AI #Midjourney https://t.co/c7YQnykgWP","['AI', 'Midjourney']",en,Twitter for iPhone,208,Midjourney,Neutral
23,2023-02-17,altechmall,"Monkey, Woody from Toy Story on a The Good, the Bad
https://t.co/3esDHWiMAd
Artificial intelligence design, imagination
🌍
#midjourney #midjourneyart @opensea #opensea #NFTs #NFTCommunity #NFT #NFTGiveaway #SolanaGiveaways #ETH #Bitcoin #Ethereum #ETC #CoinMarketCap https://t.co/UcxtBWh4K8","['midjourney', 'midjourneyart', 'opensea', 'NFTs', 'NFTCommunity', 'NFT', 'NFTGiveaway', 'SolanaGiveaways', 'ETH', 'Bitcoin', 'Ethereum', 'ETC', 'CoinMarketCap']",en,Twitter for Android,78,Midjourney,Neutral
24,2023-02-17,juanofthese,1/3 Combining images with #midjourney  can bring very interesting and unique outputs. First upload your two images by simply sending them to the #discord bot. The top painting I created and bottom one is from my friend Laura-Beth. https://t.co/VcdOfYaTpL,"['midjourney', 'discord']",en,Twitter for iPhone,26,Midjourney,Positive
25,2023-02-17,valv465,Absolutely in love with the AI experience. I wanted to create a story about a city and it's citizens from the 60s. #AI #AIart #midjourney https://t.co/BlM4E5dOMt,"['AI', 'AIart', 'midjourney']",en,Twitter Web App,42,Midjourney,Positive
26,2023-02-17,Gabriell332,"Hi #NFTfamily 
today i decided to try MJ AI to do some mixed media for nft 
one guy in the chat use the pic that I generated from one shoot i did several years ago and oversampled it probably use it .. suggestion about that ?
https://t.co/KhmxCVYiaT
#midjourney #midjourneyAi","['NFTfamily', 'midjourney', 'midjourneyAi']",en,Twitter Web App,56,Midjourney,Neutral
27,2023-02-17,Gabriell332,"@midjourney_ai 

what if someone took my images? and use it?? 

this guy just oversampled one of my images created from a pic I shoot 

#midjourney #midjourneyart #midjourneyAi #midjourneyartwork #NFTCommunity https://t.co/3XPuDaNLzO","['midjourney', 'midjourneyart', 'midjourneyAi', 'midjourneyartwork', 'NFTCommunity']",en,Twitter Web App,76,Midjourney,Negative
28,2023-02-17,AIATMYF,"Photo taken with Canon EOS R5, POV, photograph, portrait, from below. water Goddess like a stylish girl, Tokyo high school student. mixed feelings of joy and trust

#AIArtCommunity #AI #AIArt #Art #DigitalArt #Midjourney #dalle #NFT https://t.co/K0K6CbEvfJ","['AIArtCommunity', 'AI', 'AIArt', 'Art', 'DigitalArt', 'Midjourney', 'dalle', 'NFT']",en,IFTTT,131,Midjourney,Positive
29,2023-02-17,ESDigital_Games,The original poster of #UnusualFindings game and the poster from #midjourney. Very close! 🤔 https://t.co/hG0YGcq71d,"['UnusualFindings', 'midjourney']",en,Postmypost,167,Midjourney,Neutral
30,2023-02-17,nosferatucon,"Concept art from The Last Seraph, Part I.
#horrorart #bookseries #aiart #conceptart #horrornovel #digitalart #digitalartist #horrorstory #theoccult #occultfiction #midjourney #midjourneyv4 #murdermystery #thriller #suspensethriller #supernaturalfiction #indieauthor #indiepress… https://t.co/cpMhJc38UP","['horrorart', 'bookseries', 'aiart', 'conceptart', 'horrornovel', 'digitalart', 'digitalartist', 'horrorstory', 'theoccult', 'occultfiction', 'midjourney', 'midjourneyv4', 'murdermystery', 'thriller', 'suspensethriller', 'supernaturalfiction', 'indieauthor', 'indiepress']",en,Twitter Web App,49,Midjourney,Neutral
31,2023-02-17,cavey65,"@mreflow I was running out of free results with #Midjourney. That's when I stumbled upon @simpsAI. Not only are their real-life results impressive, but they're also completely free! The variety of results I got simply by changing the ethnicity from German to French to Dutch was great https://t.co/ipAZu4qozk",['Midjourney'],en,Twitter Web App,76,Midjourney,Positive
32,2023-02-17,Artnow23,Realistic shots from Midjourney. #midjourney #midjourneyart #aiphotography #digitalart https://t.co/cdQ1trPRg7,"['midjourney', 'midjourneyart', 'aiphotography', 'digitalart']",en,Twitter for iPhone,48,Midjourney,Neutral
33,2023-02-17,OwlCouncil90,Fall from Everest chapter 12 part 5  #authortok #booktok #midjourneyartwork #midjourney #aiart #fallfromeverest #shortstory #fiction https://t.co/9GX8HriNlV,"['authortok', 'booktok', 'midjourneyartwork', 'midjourney', 'aiart', 'fallfromeverest', 'shortstory', 'fiction']",en,Twitter for Android,15,Midjourney,Neutral
34,2023-02-17,TefTech_EN,"📰 From 'hackersaurus' to 'DevOpsaurus': #Instagram has been filled with images generated with #MidJourney. The most striking thing is that users, with hardly any technical knowledge, started to make their own adaptations.

🖱 We tell you about it here: https://t.co/NOpVOE9nUD https://t.co/1H7r9V2szc","['Instagram', 'MidJourney']",en,Hootsuite Inc.,247,Midjourney,Positive
35,2023-02-17,MidjourneyPhoto,"The Phoenix is the most beautiful bird🔥🦅

⭐️Prompt: a phoenix is rising from a pile of crystaline-ash underneath its talons, amazingly detailed background, time of day is dusk, 8k,  s 100  v 4

#midjourney #midjourneyart #AIart #midjourneyAi #midjourneyV4 #aiphotography #art https://t.co/I0sD6Pzn4L","['midjourney', 'midjourneyart', 'AIart', 'midjourneyAi', 'midjourneyV4', 'aiphotography', 'art']",en,Twitter Web App,41,Midjourney,Positive
40,2023-02-17,reedcliffe83,"Depression may try to drive
you to a place that's not your
own destination

#music A Part https://t.co/g6JVUhiyze

Sometimes in your life you may
go through some things that try
to deter you from where you
begin.

@CurArchTrack Parallel Casting #midjourney #art Let light win https://t.co/kLEYqNhBRL","['music', 'midjourney', 'art']",en,Twitter for iPhone,69,Midjourney,Neutral
