ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
34086,2022-10-06,alphaerium,"Beekeeper from another planet looks like..

#dalle2 #aiart #AIArtwork #stablediffusion #aiartcommunity  #midjourneyAi https://t.co/EEa8PeRxsO","['dalle2', 'aiart', 'AIArtwork', 'stablediffusion', 'aiartcommunity', 'midjourneyAi']",en,Twitter Web App,0,Stable Diffusion,Neutral
34087,2022-10-06,FloridaCarolAnn,"""Renaissance Vampyres"" - My newly created animated AI art portraits in the style of Hieronymus Bosch. Please turn on your sound for music 'Fright Night' from Mixkit! #deforum #deforumstablediffusion #stablediffusion #stablediffusionart #AIart #aianimation #Animation #Vampire https://t.co/pK5HkRlfAY","['deforum', 'deforumstablediffusion', 'stablediffusion', 'stablediffusionart', 'AIart', 'aianimation', 'Animation', 'Vampire']",en,Twitter Web App,0,Stable Diffusion,Neutral
34088,2022-10-06,projectgreybird,"3/ Rose from the dead 

#stablediffusion https://t.co/XCouqORdC5",['stablediffusion'],en,Twitter Web App,0,Stable Diffusion,Neutral
34089,2022-10-06,kato_supplient,"#stablediffusion 
Reconstruct
from Dark to Dusk https://t.co/Eud9O3hU8J",['stablediffusion'],en,Twitter Web App,0,Stable Diffusion,Neutral
34090,2022-10-06,Georginerous,"GD🌞

My third pack of 4 works from new AI collection got sold to that generous collector💖

@1000Landz 

Enjoy another 4 😁
Slightly boosted work's resolution

#stablediffusion #NFTs 
🔽🔽

https://t.co/HFJR3pEQhh https://t.co/eGdEmjOpex","['stablediffusion', 'NFTs']",en,Twitter Web App,0,Stable Diffusion,Positive
34091,2022-10-06,DaStreamCatcher,"Out of 12 million images they sampled, 47% of the total sample size came from 100 domains, with Pinterest yielding 8.5% of the entire dataset. Other sources included https://t.co/JwlP6VPY6l, Blogspot, Flickr, etc.

#StableDiffusion image dataset source. https://t.co/tjUiViiDam",['StableDiffusion'],en,Twitter for Mac,0,Stable Diffusion,Neutral
34092,2022-10-06,chris_n_toronto,The machines are scrambling for control but this whole shit is just falling apart poetically - made with NightCafe Creator https://t.co/jLvVWVUPIg #aiart #nightcafe #digitalart #vqganclip via @NightcafeStudio #promptengineering from a tweet via #stablediffusion https://t.co/XSqtyL9LlM,"['aiart', 'nightcafe', 'digitalart', 'vqganclip', 'promptengineering', 'stablediffusion']",en,Twitter Web App,0,Stable Diffusion,Negative
34093,2022-10-06,PhilandPhysics,"""What Can we Learn (and not Learn) from Thought Experiments in Black Hole Thermodynamics?"" | Rawad El Skaf | #Physics #Philosophy #BlackHoles #thermodynamics #stablediffusion (1/2)
https://t.co/gEKcQOw6wI https://t.co/6pH0CLv5o3","['Physics', 'Philosophy', 'BlackHoles', 'thermodynamics', 'stablediffusion']",en,Twitter Web App,0,Stable Diffusion,Neutral
34094,2022-10-06,aeloi32,"Ai generated animation made in Stable Diffusion. Music is Forgiveness by @solarfields from his album Ourdom.

#stablediffusion #animation #artificialintelligence #synthwave #music https://t.co/4t2zdR0NxP","['stablediffusion', 'animation', 'artificialintelligence', 'synthwave', 'music']",en,Twitter for Android,0,Stable Diffusion,Neutral
34095,2022-10-06,M_PF,"our year 2 students have a show today from 4pm :) 
thank you #stablediffusion for making a 'show' sign https://t.co/bbIm259YXF",['stablediffusion'],en,Twitter Web App,0,Stable Diffusion,Positive
34096,2022-10-06,_akreon_,"@LaurenWalshArt Hard to argue with that if you scroll trough #StableDiffusion tag. Literally, without any exaggeration it's one image over and over again 😂 who knew AI can suffer from the same face syndrome?",['StableDiffusion'],en,Twitter for Android,0,Stable Diffusion,Negative
34097,2022-10-06,utheprodigyn,[Probably] UNPOPULAR OPINION: #AlphaTensor from #DeepMind will benefit humanity in many ways we haven’t thought of yet while image and video generation from #stablediffusion or #Imagen etc will create more deception in the world of what is real and what is not.,"['AlphaTensor', 'DeepMind', 'stablediffusion', 'Imagen']",en,Twitter for iPhone,0,Stable Diffusion,Neutral
34098,2022-10-06,SebaFighter,"I keep researching on AI and... WOW... just made a sequence of 100% AI generated images with Stable Diffusion + Waifu Diffusion, just incrementing the generation scale value from 1 to 32. This is becoming something really huge! =O #stablediffusion #WaifuDiffusion #AIart https://t.co/CBK2ZhMSQh","['stablediffusion', 'WaifuDiffusion', 'AIart']",en,Twitter Web App,0,Stable Diffusion,Positive
34099,2022-10-06,TonyDarko_eth,#stablediffusion variations from my selfie 🤨 #IAart https://t.co/blJsfYcFrU,"['stablediffusion', 'IAart']",en,Twitter Web App,0,Stable Diffusion,Neutral
34100,2022-10-06,0xRaykun,"some stable diffusion goodness from https://t.co/rkcbwhgZtE

#StableDiffusion #AIArt #AIArtwork #DreamStudio https://t.co/w2BvSRyTtB","['StableDiffusion', 'AIArt', 'AIArtwork', 'DreamStudio']",en,Twitter Web App,0,Stable Diffusion,Positive
34101,2022-10-06,PunmasterStp,"@KaliYuga_ai This is probably one of the more stylized images from #StableDiffusion I've seen recently, and one of the most epic too!",['StableDiffusion'],en,Twitter Web App,0,Stable Diffusion,Positive
34102,2022-10-06,PunmasterStp,"@FNF__404 For sure; I think that would be best.  In any case, I think it's interesting that #StableDiffusion seems to me to try to merge ideas sometimes.  For instance, in that image, I think the red flames or exhaust from the rocket are also part of the sunset...",['StableDiffusion'],en,Twitter Web App,0,Stable Diffusion,Positive
34103,2022-10-06,WantWhatYouHave,"Every Night is #FrightNight. It is the #midnight hour in my part of the world.
Be afraid be very afraid.

💀💀💀😱😱😱😱💀💀💀
This will retweet in 12 hours for my friends from Eastern World

#art #nft
#aiart #digitalart
#stablediffusion
#HorrorFamily https://t.co/gTdVsLtMux","['FrightNight', 'midnight', 'art', 'nft', 'aiart', 'digitalart', 'stablediffusion', 'HorrorFamily']",en,Tweet Hunter Pro,0,Stable Diffusion,Negative
