ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
10560,2022-08-09,FrogPotent,"I did a boat load of cool prompts on #midjourney #MidjourneyAI about the old west and these cryptid hunters, here's a few pics from that https://t.co/EF7ViEb0vR","['midjourney', 'MidjourneyAI']",en,Twitter for Android,0,Midjourney,Positive
10561,2022-08-09,darylanselmo,"i generated *a lot* of #midjourney output for this one, ~575 total images mulling ideas and tweaking prompts off and on for ~9 days. even aggressively curated, i got a much higher volume of selects than i do from a typical series. https://t.co/iuaGFvXOMJ",['midjourney'],en,Twitter Web App,0,Midjourney,Neutral
10562,2022-08-09,MidJourneyRu,"ship titanic in the desert. red smoke rises from the ship's chimney. style lomography --ar 16:10

#midjourney #midjourneyart https://t.co/P7O8HaJvvb","['midjourney', 'midjourneyart']",en,Twitter Web App,0,Midjourney,Neutral
10563,2022-08-09,nosoulreys,"✨GM, friends! 
POV: Before we got devoured by a (whatever that is) in our way back home. Gloomy, gray day that day.
(Still from an unreleased movie courtesy of @midjourney )
#nft #nftcommunity #tezosart #Aiart #collaboration #digitalart #midjourney https://t.co/IZ3zDp02cw","['nft', 'nftcommunity', 'tezosart', 'Aiart', 'collaboration', 'digitalart', 'midjourney']",en,Twitter Web App,0,Midjourney,Negative
10565,2022-08-09,noqipon,"Highway through the Clouds

Created with #midjourney | Upscaled with Gigapixel AI from @topazlabs

#highway #clouds #aiart #ai #aiartist #generativeart #generativeartist #aigeneratedart #digitalart #art https://t.co/IWWdpwQdfc","['midjourney', 'highway', 'clouds', 'aiart', 'ai', 'aiartist', 'generativeart', 'generativeartist', 'aigeneratedart', 'digitalart', 'art']",en,SocialChamp IO ,0,Midjourney,Neutral
10567,2022-08-09,SciCommStudios,"..and then these are further #midjourney itterations from one of the previous pics that I thought was closest. So far not dopamine (i don't know what i'm expecting, just curious about the data sets #midjourneyAI uses i guess, and generally how it operates)

#chemistry #scicomm https://t.co/epQV1rqtjk","['midjourney', 'midjourneyAI', 'chemistry', 'scicomm']",en,Twitter for Android,0,Midjourney,Neutral
10568,2022-08-09,seltsamai,"created for seltsamai with tools from the Midjourney beta. for more info visit @Midjourney on twitter
⠀
#neuralart #neuralnetwork #midjourney #machinelearning #deeplearning #AI #cloudcreations #art #artgeneration #artgenerative #machineart #neuraltechniques #openAI #CLIP #AI… https://t.co/ieBjmShnnT","['neuralart', 'neuralnetwork', 'midjourney', 'machinelearning', 'deeplearning', 'AI', 'cloudcreations', 'art', 'artgeneration', 'artgenerative', 'machineart', 'neuraltechniques', 'openAI', 'CLIP', 'AI']",en,IFTTT,0,Midjourney,Neutral
10571,2022-08-09,seltsamai,"created for seltsamai with tools from the Midjourney beta. for more info visit @Midjourney on twitter
⠀
#neuralart #neuralnetwork #midjourney #machinelearning #deeplearning #AI #cloudcreations #art #artgeneration #artgenerative #machineart #neuraltechniques #openAI #CLIP #AI… https://t.co/4pr8DaYVWp","['neuralart', 'neuralnetwork', 'midjourney', 'machinelearning', 'deeplearning', 'AI', 'cloudcreations', 'art', 'artgeneration', 'artgenerative', 'machineart', 'neuraltechniques', 'openAI', 'CLIP', 'AI']",en,IFTTT,0,Midjourney,Neutral
10572,2022-08-09,ajakubo1,#midjourney I started believing that AI will be able to take my programming job from me at some point. https://t.co/AFRAnveSvr,['midjourney'],en,Twitter Web App,0,Midjourney,Neutral
10573,2022-08-09,nicolavilla5,"Scrap #02 Torn Idol
 @objktcom
6/10 ed available 5 #tezos  
#midjourney , digital collage, digital painting
The collection explore uses and possible combination of “scraps” coming from unused AI outputs by giving them a new form &amp; function
Link in comments https://t.co/FmMPzt175d","['tezos', 'midjourney']",en,Twitter for iPhone,0,Midjourney,Neutral
