ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
18761,2022-08-28,tmd_inf1one,"Grand Risings ☀️ world 🌎

""From Beginning to End "" - made with @NightCafeStudio 

https://t.co/9Y2PzvnSnY

#aiart #nightcafe #digitalart https://t.co/9Y2PzvnSnY https://t.co/UMz3tKQJTd","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18762,2022-08-28,Phil_South,"""star wars as a german expressionist film from 1915, photo, monochrome"" - made with @NightCafeStudio 

https://t.co/E8GHPs6nBx

#aiart #nightcafe #digitalart https://t.co/E8GHPs6nBx https://t.co/aoBn5qvMAt","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18763,2022-08-28,Phil_South,"""star wars as a german expressionist film from 1915, photo, monochrome"" - made with @NightCafeStudio 

https://t.co/4GEOMMShqB

#aiart #nightcafe #digitalart https://t.co/4GEOMMShqB https://t.co/Mna1A7jCOM","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18764,2022-08-28,hendro109,"""Liquid humanoid getting out from statue-shaped iron casket"" - made with @NightCafeStudio 

https://t.co/50oGikLmvW

#aiart #nightcafe #digitalart https://t.co/V8DOqmG1yh","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18765,2022-08-28,lucianlupescu,Explorers from another dimension - made with NightCafe Creator https://t.co/BfxmV7MuRq #aiart #nightcafe #digitalart #vqganclip via @NightcafeStudio,"['aiart', 'nightcafe', 'digitalart', 'vqganclip']",en,Twitter Web App,0,NightCafe,Neutral
18766,2022-08-28,ODCCTV,"""People from around the world watching Forest ambience videos on YouTube "" - made with @NightCafeStudio 

https://t.co/j6GorBLt1J

#aiart #nightcafe #digitalart https://t.co/IfdH7h1tVh","['aiart', 'nightcafe', 'digitalart']",en,Twitter for iPhone,0,NightCafe,Neutral
18767,2022-08-28,BadSeedFX,"""Refuge from the Dark"" - made with @NightCafeStudio 

https://t.co/VgqVqtsfkp

#aiart #nightcafe #digitalart https://t.co/VgqVqtsfkp https://t.co/ap4H25IH4b","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18768,2022-08-28,LAndrewsPatt,Kind of Louie's Gastropub from Ghost: An Andrea Kelley Mystery? Made with NightCafe Creator - this could be quite the rabbithole. I'll need to set a timer!! https://t.co/uhk0kAM58m #aiart #nightcafe #digitalart #vqganclip via @NightcafeStudio #writerscommunity #ReadingCommunity,"['aiart', 'nightcafe', 'digitalart', 'vqganclip', 'writerscommunity', 'ReadingCommunity']",en,Twitter Web App,0,NightCafe,Neutral
18769,2022-08-28,DaleInnis,"""One frame from a noir cinematic film; a woman looks into the camera in a dark room. She holds a knife."" - made with @NightCafeStudio 

😱

#aiart #nightcafe #digitalart https://t.co/mxVWAidpaF https://t.co/8pVxbq0WhK","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Neutral
18770,2022-08-28,GoodhandSharonl,"""Scientists discovered a beautiful ocean world 100 light-years from Earth"" - made with @NightCafeStudio 

https://t.co/47eHynW53C

#aiart #nightcafe #digitalart https://t.co/47eHynW53C https://t.co/ONej5UY0TQ","['aiart', 'nightcafe', 'digitalart']",en,Twitter for Android,0,NightCafe,Positive
