ID,Date,User,Tweet,hashtags,language,source,views,platform,sentiment
3167,2022-12-16,AirmindedAI,"“scene from the 1983 post-apocalyptic film Le Dernier Combat, 35mm black and white” #midjourney #AIArt https://t.co/DTVx1lVRMt","['midjourney', 'AIArt']",en,Twitter for Mac,138,Midjourney,Neutral
3168,2022-12-16,Lazy_AiArt,"The ancient engines of the Sky Wizard's cities reignited. Dust and dirt blew away and the cities lifted off from the ground. 
#skyWizards #AIart #aiartcommunity #aiartist #AIArtworks #AiArtSociety #midjourney #midjourneyV4 #midjourneyart #ai https://t.co/fjMI9tbaSs","['skyWizards', 'AIart', 'aiartcommunity', 'aiartist', 'AIArtworks', 'AiArtSociety', 'midjourney', 'midjourneyV4', 'midjourneyart', 'ai']",en,Twitter for Android,144,Midjourney,Neutral
3169,2022-12-16,AirmindedAI,"“scene from the 1983 epic space opera Star Wars: Return of the Jedi, 35mm Rank Film colour” #midjourney #AIArt https://t.co/pLL5bDkPZv","['midjourney', 'AIArt']",en,Twitter for Mac,271,Midjourney,Neutral
3170,2022-12-16,Lazy_AiArt,"As the cities of the Sky Wizards slowly came to the ground,  they noticed the buildings if the land folk. They took inspiration from them and reignited their great cities.
#skyWizards #AIart #aiartcommunity #aiartist #AIArtworks #AiArtSociety #midjourney #midjourneyart #ai https://t.co/ucbruc2jPi","['skyWizards', 'AIart', 'aiartcommunity', 'aiartist', 'AIArtworks', 'AiArtSociety', 'midjourney', 'midjourneyart', 'ai']",en,Twitter for Android,112,Midjourney,Positive
3171,2022-12-16,PirateDiffusion,"Hello from the future! Try ""Deus-Ex"" in your prompts and see who turns up.  #ai #stablediffusion #midjourney https://t.co/v9OBKmDwR5","['ai', 'stablediffusion', 'midjourney']",en,Twitter Web App,128,Midjourney,Neutral
3172,2022-12-16,AirmindedAI,"“scene from the 1983 science fiction techno-thriller film WarGames, 35mm Metrocolor” #midjourney #AIArt https://t.co/OLuCBVu4K0","['midjourney', 'AIArt']",en,Twitter for Mac,395,Midjourney,Neutral
3173,2022-12-15,XRMultiverse,"#midjourney  #midjourneyV4 #Random 
The best generative art I've seen is from giving Midjourney a random string of numbers and letters using v4 and letting it do its thing. https://t.co/uLjbKhtMsz","['midjourney', 'midjourneyV4', 'Random']",en,Twitter Web App,59,Midjourney,Positive
3174,2022-12-15,SteveDewar15,From the Cockpit #stablediffusion #japanese  #punk  #midjourney #scifi https://t.co/KdQefGiUEf,"['stablediffusion', 'japanese', 'punk', 'midjourney', 'scifi']",en,Twitter Web App,101,Midjourney,Neutral
3175,2022-12-15,LeeToriThecat,"Those all example of my works,if any of you find my pict get post anywhere beside @Ifightforme68 or my Ig : @/lemiere_art without credit pls let me know. Or any suspicious activity from my personal Twitter (@Ifightforme68
) #aiartcommunity #AIArtwork #midjourney https://t.co/JAKSfaSFY2","['aiartcommunity', 'AIArtwork', 'midjourney']",en,Twitter for Android,106,Midjourney,Neutral
3176,2022-12-15,LeeToriThecat,Hello I was the one who created those pics and many more from #midjourney. I uploaded all of them to my personal Twitter @Ifightforme68 . But when I woke up this morning suddenly it said my account has been locked. https://t.co/thulDLJXY0,['midjourney'],en,Twitter for Android,143,Midjourney,Negative
